# NaN -110
# X, Y, HEADING, 00:0e:84:4b:0b:aa, 24:b6:57:7b:e8:a0, d4:d7:48:b0:8f:40, 00:0b:fd:4a:71:ce, 00:25:9c:99:90:d4, 00:3a:98:2a:65:80, 00:3a:98:2a:65:82, d4:d7:48:d8:2c:70, 00:3a:98:2a:65:81, 00:16:b6:ee:00:7f, 00:0b:fd:f3:ab:56, 00:1d:45:51:38:a2, 00:1d:45:51:38:a0, 00:1d:45:51:38:a1, 00:0b:fd:4a:71:a2, 00:0b:fd:f3:ab:0b, 24:b6:57:ae:40:30, 00:3a:98:2a:65:32, 00:3a:98:2a:65:31, 00:3a:98:2a:65:30, 00:1f:6c:a8:e9:10, 00:1f:6c:a8:e9:11, 00:1f:6c:a8:e9:12, 24:b6:57:b4:f6:20, d4:d7:48:b0:95:f0, 00:1f:6c:a9:1b:70, 00:1f:6c:a9:1b:71, 00:0e:84:4b:0c:0a, d4:d7:48:b0:97:10, 24:b6:57:7b:ee:d0, d4:d7:48:d8:28:b0, d4:d7:48:d8:28:30, 00:0b:fd:4a:71:b5, 00:0e:38:7a:37:77, 00:0e:84:4b:0b:eb, 00:0b:fd:4a:71:b2, 00:0b:fd:4a:71:94, 00:0e:84:4b:0b:e8, d4:d7:48:d8:2f:a0, 04:a1:51:a3:13:25, 00:0b:fd:4a:71:d6, 00:0e:84:4b:0b:7c, 00:0e:84:4b:0a:f8, 00:0e:84:4b:0b:7f, 00:0e:84:4b:0a:8f, 00:0e:84:4b:0b:b5, 00:0e:84:4b:0a:f1, 00:0e:38:7a:38:58, 00:0e:84:4b:0b:86, 00:0e:38:7a:37:b2, 00:0e:84:4b:0b:05, 00:0e:84:4b:0b:70, 00:0e:84:4b:0b:02, 48:f8:b3:9a:8a:8b, 24:b6:57:7b:e9:60, 00:0e:84:4b:0b:ec, 00:0b:fd:4a:71:ab, 00:0e:84:4b:0b:f6, 00:0e:84:4b:0c:05, 00:3a:98:2a:6b:21, 00:3a:98:2a:6b:20, 00:3a:98:2a:6b:22, 00:3a:98:2a:59:c2, 00:3a:98:2a:59:c1, 00:3a:98:36:01:32, 00:1f:6c:a8:e5:81, 00:1f:6c:a8:e5:82, 00:1f:6c:a8:e5:80, 00:1f:6c:a8:e6:a0, 00:1f:6c:a8:e6:a1, 00:0e:84:4b:0c:11, 00:0e:84:4b:0c:12, 00:0e:84:4b:0c:10, 20:aa:4b:55:05:31, d4:d7:48:d8:2e:70, 02:2a:3a:fb:b5:f9, 02:22:c2:9d:4d:9c, 00:3a:98:36:01:31, d4:d7:48:b0:8d:20, 00:3a:98:2a:5a:31, 00:3a:98:2a:5a:30, 00:3a:98:2a:63:b0, 00:3a:98:2a:63:b1, 00:3a:98:2a:63:b2, 5c:0a:5b:8c:a4:ef, 2c:3f:38:f7:fe:80, 2c:3f:38:f7:fe:81, 2c:3f:38:f7:fe:82, 00:3a:98:2a:59:c0, 00:3a:98:2a:63:d1, 00:3a:98:2a:63:d2, 00:3a:98:2a:63:d0, 00:3a:98:36:01:30, d4:d7:48:d8:2b:00, 00:0e:84:4b:0b:9f, 00:0e:84:4b:0b:d7, 00:3a:98:2a:5f:c2, 22:68:9d:ea:5b:34, 00:3a:98:1d:32:92, 00:0e:84:4b:0b:80, 00:3a:98:2a:5f:c1, 00:3a:98:2a:5f:c0, 00:3a:98:2a:5a:32, 2a:65:11:aa:4d:1a, 92:5f:2e:90:c3:2a, 00:0e:84:4b:0c:03, 00:1d:45:51:32:60, 38:ff:36:71:89:28, 96:53:30:a4:5c:09, 38:ff:36:71:a1:9c, 38:ff:36:31:a2:38, 38:ff:36:71:a2:48, 38:ff:36:71:a2:38, 38:ff:36:31:89:28, 38:ff:36:31:a1:1c, 38:ff:36:31:a2:2c, 38:ff:36:71:a2:2c, 38:ff:36:31:9e:8c, 38:ff:36:71:9d:f8, 38:ff:36:31:95:18, 64:09:80:43:11:b0, 38:ff:36:31:a0:08, 38:ff:36:71:95:18, 38:ff:36:71:a0:08, 38:ff:36:31:a1:18, 38:ff:36:71:a1:18, 38:ff:36:31:a2:28, 38:ff:36:71:a2:28, 48:f8:b3:9a:8a:8c, 4a:f8:b3:9a:8a:8d, d4:d7:48:7d:b5:10, 38:ff:36:71:9e:8c, 38:ff:36:31:9d:f8, 38:ff:36:71:8f:78, 38:ff:36:31:8f:78, 38:ff:36:71:a1:3c, 38:ff:36:31:a2:4c, 38:ff:36:71:89:7c, 38:ff:36:71:9f:88, 38:ff:36:71:9d:fc, 38:ff:36:31:c0:f8, 38:ff:36:71:a1:98, 38:ff:36:31:a1:98, 38:ff:36:31:89:7c, 38:ff:36:71:c0:f8, 38:ff:36:71:a2:4c, 38:ff:36:31:a1:3c, 38:ff:36:31:c0:b8, 38:ff:36:71:c0:b8, 38:ff:36:31:a2:3c, 38:ff:36:31:a2:48, 38:ff:36:31:9d:fc, 38:ff:36:31:9f:88, 38:ff:36:71:a0:28, 38:ff:36:31:a0:28, 38:ff:36:71:95:1c, 38:ff:36:31:89:78, 38:ff:36:71:89:78, 38:ff:36:31:95:1c, 38:ff:36:31:9f:8c, 38:ff:36:71:bf:d8, 38:ff:36:31:9e:88, 38:ff:36:71:9e:88, 38:ff:36:71:9f:8c, 38:ff:36:31:bf:68, 38:ff:36:71:93:38, 38:ff:36:31:bf:d8, 38:ff:36:71:a0:2c, 38:ff:36:31:9e:28, 38:ff:36:71:bf:dc, 38:ff:36:31:95:a8, 38:ff:36:31:a0:2c, 38:ff:36:71:95:a8, 38:ff:36:31:bf:dc, 38:ff:36:43:f4:78, 38:ff:36:71:a2:98, 38:ff:36:31:a1:38, 38:ff:36:71:a1:38, 38:ff:36:03:c1:fc, 38:ff:36:31:a2:98, 38:ff:36:43:c1:fc, 38:ff:36:71:a2:3c, 38:ff:36:71:a1:1c, 80:3f:5d:13:48:38, 00:3a:98:2a:5c:52, 00:0e:84:4b:0c:0f
35.144548239785095, 33.411317467689514, 0, -89, -110, -110, -77, -110, -110, -110, -81, -94, -110, -110, -110, -110, -84, -79, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -110, -88, -80, -110, -110, -110, -84, -110, -85, -110, -110, -110, -84, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -110, -110, -82, -110, -110, -110, -88, -110, -110, -92, -110, -110, -86, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -110, -88, -81, -110, -110, -110, -88, -110, -110, -110, -110, -110, -83, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -110, -91, -89, -76, -110, -110, -86, -81, -110, -110, -110, -110, -86, -86, -77, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -110, -110, -110, -75, -110, -94, -110, -110, -110, -110, -110, -84, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -110, -110, -110, -75, -110, -110, -110, -110, -88, -110, -92, -85, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -90, -110, -110, -77, -110, -110, -110, -110, -87, -93, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -110, -110, -81, -110, -90, -95, -110, -83, -95, -110, -93, -86, -110, -85, -79, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.144548239785095, 33.411317467689514, 0, -110, -110, -110, -110, -110, -86, -110, -81, -110, -110, -110, -82, -110, -85, -78, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
